ItemID|Category|Manufacturer|Model|Description|CurrentStock|ReorderLevel|UnitCost|MarkupPercentage|SupplierID|LastOrderDate|LeadTime|Discontinued
382|Premium Speakers|KEF|KEF-3882|KEF Premium Speakers - Premium Series|4|5|23988.88|28|121|2023-09-02|39 days|No
383|Cinema Room Acoustics|Josh.ai|JOS-2262|Josh.ai Cinema Room Acoustics - Premium Series|1|1|6580.76|37|69|2023-12-30|41 days|No
384|Luxury Control Interfaces|Meridian|MER-3931|Meridian Luxury Control Interfaces - Premium Series|2|5|21448.43|60|48|2024-01-21|26 days|No
385|Ultra HD Projectors|Cisco Meraki|CIS-1339|Cisco Meraki Ultra HD Projectors - Premium Series|8|5|23539.61|42|15|2024-07-23|35 days|No
386|Luxury Control Interfaces|Lutron|LUT-7016|Lutron Luxury Control Interfaces - Premium Series|4|4|12957.74|33|63|2024-10-30|18 days|No
387|Voice Control Systems|Meridian|MER-1692|Meridian Voice Control Systems - Premium Series|1|4|19650.84|35|35|2023-05-26|43 days|Yes
388|Custom Lighting Controls|Martin Logan|MAR-7617|Martin Logan Custom Lighting Controls - Premium Series|8|4|18667.42|50|134|2023-01-13|38 days|No
389|Smart Glass Solutions|Stewart Filmscreen|STE-9243|Stewart Filmscreen Smart Glass Solutions - Premium Series|7|2|20697.18|58|10|2020-12-07|29 days|No
390|Smart Glass Solutions|Somfy|SOM-7756|Somfy Smart Glass Solutions - Premium Series|6|4|23170.9|32|77|2025-01-25|41 days|No
391|High-End Networking Equipment|Martin Logan|MAR-3411|Martin Logan High-End Networking Equipment - Premium Series|7|5|5552.47|26|36|2022-06-10|16 days|No
392|Smart Home Processors|Stewart Filmscreen|STE-8193|Stewart Filmscreen Smart Home Processors - Premium Series|4|4|6806.63|26|103|2025-01-24|17 days|No
393|Custom Lighting Controls|Somfy|SOM-1841|Somfy Custom Lighting Controls - Premium Series|3|2|24278.48|54|26|2022-05-01|11 days|No
394|Ultra HD Projectors|Axis|AXI-8100|Axis Ultra HD Projectors - Premium Series|1|5|12848.8|49|76|2024-11-21|44 days|No
395|Distributed Audio Systems|Paradigm|PAR-6430|Paradigm Distributed Audio Systems - Premium Series|3|3|1219.96|55|130|2021-12-22|7 days|No
396|Premium Speakers|Kaleidescape|KAL-1404|Kaleidescape Premium Speakers - Premium Series|8|2|20497.41|60|134|2020-05-02|20 days|No
397|Custom Lighting Controls|Stewart Filmscreen|STE-6350|Stewart Filmscreen Custom Lighting Controls - Premium Series|4|3|9259.38|54|14|2023-06-27|25 days|No
398|Smart Glass Solutions|Meridian|MER-9420|Meridian Smart Glass Solutions - Premium Series|0|5|24309.97|56|145|2024-04-12|30 days|No
399|Luxury Control Interfaces|Screen Innovations|SCR-3358|Screen Innovations Luxury Control Interfaces - Premium Series|2|2|9152.86|53|24|2021-07-01|43 days|No
400|Smart Home Processors|Stewart Filmscreen|STE-3178|Stewart Filmscreen Smart Home Processors - Premium Series|3|4|6142.31|27|146|2020-01-25|22 days|No
401|Enterprise-Grade WiFi|Kaleidescape|KAL-2085|Kaleidescape Enterprise-Grade WiFi - Premium Series|2|1|11803.11|41|68|2020-01-02|16 days|No
402|Enterprise-Grade WiFi|Sonos|SON-2310|Sonos Enterprise-Grade WiFi - Premium Series|7|3|6111.0|35|158|2020-08-21|34 days|No
403|High-End Networking Equipment|Paradigm|PAR-9977|Paradigm High-End Networking Equipment - Premium Series|5|3|26285.76|41|135|2023-02-17|39 days|No
404|Biometric Security|Marantz|MAR-1364|Marantz Biometric Security - Premium Series|6|4|22191.52|40|70|2024-07-26|17 days|No
405|Distributed Audio Systems|Ruckus|RUC-5920|Ruckus Distributed Audio Systems - Premium Series|4|1|13774.17|50|38|2023-04-26|6 days|No
406|Automated Door Systems|KEF|KEF-3510|KEF Automated Door Systems - Premium Series|1|5|24233.64|40|130|2025-01-27|32 days|No
407|Voice Control Systems|Stewart Filmscreen|STE-4973|Stewart Filmscreen Voice Control Systems - Premium Series|2|5|11594.4|46|124|2020-06-15|22 days|No
408|Biometric Security|Sonos|SON-8080|Sonos Biometric Security - Premium Series|2|4|21336.32|28|122|2022-04-11|30 days|No
409|High-End Networking Equipment|Somfy|SOM-9058|Somfy High-End Networking Equipment - Premium Series|6|5|3348.22|40|55|2024-12-05|34 days|No
410|Automated Door Systems|Triad|TRI-6359|Triad Automated Door Systems - Premium Series|6|1|7956.35|35|26|2020-11-22|24 days|No
411|Enterprise-Grade WiFi|Crestron|CRE-2512|Crestron Enterprise-Grade WiFi - Premium Series|2|1|4219.77|52|1|2025-01-10|34 days|No
412|Ultra HD Projectors|Sony Professional|SON-2433|Sony Professional Ultra HD Projectors - Premium Series|0|2|8092.08|48|80|2023-09-26|25 days|No
413|Ultra HD Projectors|Bowers & Wilkins|BOW-3784|Bowers & Wilkins Ultra HD Projectors - Premium Series|6|4|27176.38|25|28|2024-06-04|15 days|No
414|Smart Home Processors|Sonos|SON-8574|Sonos Smart Home Processors - Premium Series|4|2|22893.06|43|132|2020-05-13|11 days|No
415|Smart Glass Solutions|KEF|KEF-6548|KEF Smart Glass Solutions - Premium Series|2|4|18982.59|27|116|2024-10-11|28 days|No
416|Distributed Audio Systems|Ruckus|RUC-4852|Ruckus Distributed Audio Systems - Premium Series|4|3|8153.16|50|54|2024-07-10|29 days|No
417|Luxury Control Interfaces|Kaleidescape|KAL-2928|Kaleidescape Luxury Control Interfaces - Premium Series|2|1|1117.89|28|115|2024-11-27|40 days|No
418|Voice Control Systems|Sonos|SON-4919|Sonos Voice Control Systems - Premium Series|7|4|7847.0|46|105|2023-04-01|23 days|No
419|Biometric Security|Ruckus|RUC-1554|Ruckus Biometric Security - Premium Series|5|2|25786.38|38|101|2023-09-05|33 days|No
420|Premium Speakers|Lutron|LUT-9152|Lutron Premium Speakers - Premium Series|7|4|969.48|41|83|2021-01-17|27 days|No
421|Automated Door Systems|Cisco Meraki|CIS-4014|Cisco Meraki Automated Door Systems - Premium Series|0|2|20523.25|52|65|2021-10-06|45 days|No
422|Custom Lighting Controls|Ubiquiti|UBI-9115|Ubiquiti Custom Lighting Controls - Premium Series|4|2|4168.32|33|47|2022-11-16|18 days|No
423|Enterprise-Grade WiFi|Crestron|CRE-6524|Crestron Enterprise-Grade WiFi - Premium Series|0|1|17407.82|46|124|2022-02-02|42 days|No
424|Distributed Audio Systems|RTI|RTI-9273|RTI Distributed Audio Systems - Premium Series|4|5|5890.98|46|101|2024-10-22|45 days|No
425|Smart Glass Solutions|RTI|RTI-9964|RTI Smart Glass Solutions - Premium Series|4|5|12022.94|27|117|2024-01-12|32 days|Yes
426|High-End Networking Equipment|Savant|SAV-7836|Savant High-End Networking Equipment - Premium Series|7|5|11266.94|29|147|2024-08-25|33 days|No
427|High-End Networking Equipment|KEF|KEF-1634|KEF High-End Networking Equipment - Premium Series|3|5|12415.54|44|66|2024-10-11|44 days|No
428|Ultra HD Projectors|KEF|KEF-1036|KEF Ultra HD Projectors - Premium Series|6|1|1220.5|53|20|2022-03-24|18 days|No
429|Smart Home Processors|Barco|BAR-1838|Barco Smart Home Processors - Premium Series|7|5|557.65|44|55|2023-09-20|41 days|No
430|Distributed Audio Systems|Integra|INT-6383|Integra Distributed Audio Systems - Premium Series|2|5|21465.29|40|52|2023-02-22|27 days|Yes
431|Premium Cables & Connectors|Bowers & Wilkins|BOW-2629|Bowers & Wilkins Premium Cables & Connectors - Premium Series|2|3|9115.14|40|44|2020-02-12|33 days|No
432|Biometric Security|JBL Synthesis|JBL-3685|JBL Synthesis Biometric Security - Premium Series|5|1|11492.62|52|74|2024-02-02|16 days|No
433|Distributed Audio Systems|Sonos|SON-1054|Sonos Distributed Audio Systems - Premium Series|3|1|2197.82|34|70|2024-10-13|10 days|No
434|Premium Speakers|NAD|NAD-9368|NAD Premium Speakers - Premium Series|1|4|9354.94|57|158|2022-08-10|37 days|No
435|Premium Speakers|Axis|AXI-4101|Axis Premium Speakers - Premium Series|8|3|21720.71|47|5|2022-03-05|14 days|No
436|Smart Glass Solutions|Bowers & Wilkins|BOW-3627|Bowers & Wilkins Smart Glass Solutions - Premium Series|8|5|27284.25|35|50|2021-12-01|12 days|No
437|Cinema Room Acoustics|Axis|AXI-9395|Axis Cinema Room Acoustics - Premium Series|6|2|925.92|49|43|2020-07-31|30 days|No
438|Biometric Security|Paradigm|PAR-9099|Paradigm Biometric Security - Premium Series|8|4|21295.16|29|100|2024-09-05|17 days|No
439|High-End Networking Equipment|RTI|RTI-1060|RTI High-End Networking Equipment - Premium Series|5|1|24760.19|27|96|2021-01-20|31 days|No
440|Premium Cables & Connectors|Crestron|CRE-2572|Crestron Premium Cables & Connectors - Premium Series|8|5|26666.9|54|30|2020-10-01|8 days|No
441|Custom Lighting Controls|Martin Logan|MAR-1532|Martin Logan Custom Lighting Controls - Premium Series|5|2|15272.69|60|80|2020-09-02|24 days|No
442|Premium Cables & Connectors|Integra|INT-5918|Integra Premium Cables & Connectors - Premium Series|2|3|1176.53|31|98|2025-04-07|6 days|No
443|Smart Home Processors|Ubiquiti|UBI-2230|Ubiquiti Smart Home Processors - Premium Series|7|3|23384.3|29|77|2022-01-15|36 days|No
444|Ultra HD Projectors|Integra|INT-9600|Integra Ultra HD Projectors - Premium Series|1|3|9087.18|30|30|2025-03-22|11 days|No
445|Smart Home Processors|Ubiquiti|UBI-4478|Ubiquiti Smart Home Processors - Premium Series|1|2|8828.56|32|13|2023-03-26|14 days|No
446|Automated Door Systems|Bowers & Wilkins|BOW-9946|Bowers & Wilkins Automated Door Systems - Premium Series|4|5|22339.1|60|77|2024-11-17|39 days|No
447|Premium Cables & Connectors|Control4|CON-6460|Control4 Premium Cables & Connectors - Premium Series|4|1|8652.73|51|36|2023-09-09|8 days|No
448|Smart Glass Solutions|Crestron|CRE-6916|Crestron Smart Glass Solutions - Premium Series|6|5|3036.04|55|28|2022-08-18|5 days|No
449|Smart Glass Solutions|Triad|TRI-2701|Triad Smart Glass Solutions - Premium Series|0|4|2356.22|35|56|2023-08-21|14 days|No
450|Luxury Control Interfaces|Josh.ai|JOS-1086|Josh.ai Luxury Control Interfaces - Premium Series|8|3|20320.03|57|148|2022-04-15|18 days|No
451|Enterprise-Grade WiFi|RTI|RTI-4457|RTI Enterprise-Grade WiFi - Premium Series|6|2|13603.76|40|136|2022-05-30|6 days|No
452|Luxury Control Interfaces|Stewart Filmscreen|STE-5413|Stewart Filmscreen Luxury Control Interfaces - Premium Series|3|5|26780.23|51|32|2021-08-12|40 days|No
453|Smart Home Processors|Martin Logan|MAR-4132|Martin Logan Smart Home Processors - Premium Series|4|2|149.79|32|148|2023-04-24|28 days|No
454|Biometric Security|Meridian|MER-1658|Meridian Biometric Security - Premium Series|3|2|26600.91|40|12|2023-12-27|11 days|No
455|Biometric Security|Stewart Filmscreen|STE-1046|Stewart Filmscreen Biometric Security - Premium Series|3|1|3751.83|38|4|2020-08-18|20 days|No
456|High-End Networking Equipment|Linn|LIN-3019|Linn High-End Networking Equipment - Premium Series|5|3|12355.37|34|106|2024-05-27|44 days|No
457|Distributed Audio Systems|Marantz|MAR-4387|Marantz Distributed Audio Systems - Premium Series|6|3|12255.05|37|49|2020-10-25|43 days|No
458|Automated Door Systems|Triad|TRI-5130|Triad Automated Door Systems - Premium Series|0|4|13528.73|42|119|2020-04-10|30 days|No
459|Enterprise-Grade WiFi|Lutron|LUT-7773|Lutron Enterprise-Grade WiFi - Premium Series|1|3|20606.6|58|37|2021-02-21|21 days|No
460|Luxury Control Interfaces|Epson Pro Cinema|EPS-8445|Epson Pro Cinema Luxury Control Interfaces - Premium Series|5|3|21174.38|55|58|2020-05-13|36 days|No
461|Voice Control Systems|Marantz|MAR-8870|Marantz Voice Control Systems - Premium Series|3|4|23103.03|49|35|2020-11-24|20 days|Yes
462|Motorized Shading|Martin Logan|MAR-3370|Martin Logan Motorized Shading - Premium Series|1|3|10643.69|60|95|2023-08-07|35 days|No
463|Voice Control Systems|McIntosh|MCI-7614|McIntosh Voice Control Systems - Premium Series|0|1|7554.93|58|146|2024-03-08|22 days|No
464|Premium Speakers|Triad|TRI-9682|Triad Premium Speakers - Premium Series|2|4|24727.47|41|136|2024-03-31|18 days|Yes
465|Ultra HD Projectors|Cisco Meraki|CIS-6591|Cisco Meraki Ultra HD Projectors - Premium Series|0|4|21159.03|60|50|2023-03-09|29 days|No
466|Voice Control Systems|Ruckus|RUC-5455|Ruckus Voice Control Systems - Premium Series|3|4|19854.92|52|155|2023-11-26|19 days|No
467|High-End Networking Equipment|McIntosh|MCI-1750|McIntosh High-End Networking Equipment - Premium Series|5|3|10516.05|37|121|2021-10-27|18 days|No
468|Distributed Audio Systems|Ubiquiti|UBI-2249|Ubiquiti Distributed Audio Systems - Premium Series|1|5|13617.39|52|36|2020-02-03|38 days|No
469|Automated Door Systems|Control4|CON-2189|Control4 Automated Door Systems - Premium Series|1|5|5723.84|51|113|2024-02-21|37 days|No
470|Motorized Shading|Linn|LIN-1191|Linn Motorized Shading - Premium Series|6|1|6093.91|31|72|2021-06-09|5 days|No
471|Cinema Room Acoustics|NAD|NAD-4878|NAD Cinema Room Acoustics - Premium Series|1|1|24572.08|30|65|2025-03-06|24 days|No
472|Distributed Audio Systems|Triad|TRI-1104|Triad Distributed Audio Systems - Premium Series|7|2|1319.83|42|106|2020-12-08|37 days|No
473|Premium Speakers|Bowers & Wilkins|BOW-1001|Bowers & Wilkins Premium Speakers - Premium Series|6|3|13906.36|39|92|2021-07-22|39 days|No
474|Distributed Audio Systems|Josh.ai|JOS-1349|Josh.ai Distributed Audio Systems - Premium Series|4|2|846.77|31|45|2023-03-16|43 days|No
475|Motorized Shading|Control4|CON-3172|Control4 Motorized Shading - Premium Series|4|4|20171.54|37|16|2021-02-08|16 days|No
476|Motorized Shading|Sony Professional|SON-5908|Sony Professional Motorized Shading - Premium Series|6|2|972.54|38|17|2023-07-08|26 days|No
477|Luxury Control Interfaces|Paradigm|PAR-9733|Paradigm Luxury Control Interfaces - Premium Series|2|4|10465.78|35|28|2020-03-12|26 days|No
478|Luxury Control Interfaces|Linn|LIN-4756|Linn Luxury Control Interfaces - Premium Series|2|3|2115.3|51|134|2022-06-09|9 days|No
479|Cinema Room Acoustics|Ubiquiti|UBI-4532|Ubiquiti Cinema Room Acoustics - Premium Series|7|4|24388.17|35|45|2022-12-27|41 days|No
480|Enterprise-Grade WiFi|NAD|NAD-1328|NAD Enterprise-Grade WiFi - Premium Series|3|4|7756.61|41|76|2021-03-14|41 days|No
481|Distributed Audio Systems|Anthem|ANT-1881|Anthem Distributed Audio Systems - Premium Series|3|5|25507.31|32|29|2025-01-18|11 days|No
482|Premium Cables & Connectors|Sony Professional|SON-4797|Sony Professional Premium Cables & Connectors - Premium Series|2|2|1557.06|36|13|2024-11-28|37 days|No
483|Smart Glass Solutions|Sonos|SON-9602|Sonos Smart Glass Solutions - Premium Series|8|1|6724.54|60|67|2021-11-25|8 days|No
484|Distributed Audio Systems|Sony Professional|SON-4363|Sony Professional Distributed Audio Systems - Premium Series|2|2|22791.94|27|23|2022-10-01|30 days|No
485|Smart Glass Solutions|NAD|NAD-6273|NAD Smart Glass Solutions - Premium Series|7|2|2066.61|59|71|2024-02-19|8 days|No
486|High-End Networking Equipment|Savant|SAV-1396|Savant High-End Networking Equipment - Premium Series|0|1|1016.78|25|83|2024-05-06|4 days|No
487|Voice Control Systems|Bowers & Wilkins|BOW-2609|Bowers & Wilkins Voice Control Systems - Premium Series|7|5|2373.31|37|96|2024-07-07|33 days|No
488|Biometric Security|Savant|SAV-2886|Savant Biometric Security - Premium Series|8|3|19809.58|47|75|2022-02-15|23 days|No
489|Premium Speakers|Kaleidescape|KAL-9046|Kaleidescape Premium Speakers - Premium Series|8|1|16553.54|59|39|2021-08-11|33 days|No
490|Enterprise-Grade WiFi|Integra|INT-8682|Integra Enterprise-Grade WiFi - Premium Series|0|5|13843.77|27|112|2022-02-16|23 days|No
491|Ultra HD Projectors|Lutron|LUT-6658|Lutron Ultra HD Projectors - Premium Series|5|1|186.57|41|93|2022-02-12|18 days|No
492|Smart Home Processors|Kaleidescape|KAL-3445|Kaleidescape Smart Home Processors - Premium Series|4|5|11207.97|32|59|2022-04-25|18 days|No
493|High-End Networking Equipment|Lutron|LUT-1686|Lutron High-End Networking Equipment - Premium Series|8|1|10140.51|35|121|2022-02-07|39 days|No
494|Motorized Shading|Triad|TRI-6817|Triad Motorized Shading - Premium Series|0|5|11344.93|60|135|2023-06-19|32 days|No
495|Premium Speakers|Lutron|LUT-7417|Lutron Premium Speakers - Premium Series|4|5|7445.33|28|32|2024-11-07|10 days|No
496|Cinema Room Acoustics|Crestron|CRE-9969|Crestron Cinema Room Acoustics - Premium Series|7|4|7275.44|41|64|2020-12-29|44 days|No
497|Premium Cables & Connectors|RTI|RTI-4968|RTI Premium Cables & Connectors - Premium Series|2|1|14580.72|29|37|2021-07-02|28 days|No
498|Smart Glass Solutions|Integra|INT-6038|Integra Smart Glass Solutions - Premium Series|6|3|19994.86|58|41|2023-08-14|39 days|Yes
499|Cinema Room Acoustics|Barco|BAR-9656|Barco Cinema Room Acoustics - Premium Series|6|2|20829.97|33|27|2024-01-19|26 days|No
500|Enterprise-Grade WiFi|JBL Synthesis|JBL-7387|JBL Synthesis Enterprise-Grade WiFi - Premium Series|2|3|2360.59|27|96|2021-08-20|27 days|No
501|Automated Door Systems|Control4|CON-9904|Control4 Automated Door Systems - Premium Series|2|3|5220.68|39|50|2021-11-27|26 days|No
502|Cinema Room Acoustics|Savant|SAV-7736|Savant Cinema Room Acoustics - Premium Series|4|3|18424.72|55|132|2021-09-22|27 days|No
503|Automated Door Systems|Dynaudio|DYN-2785|Dynaudio Automated Door Systems - Premium Series|5|2|25206.76|26|143|2024-02-05|17 days|No
504|Distributed Audio Systems|Elan|ELA-3199|Elan Distributed Audio Systems - Premium Series|7|5|22855.08|42|16|2024-01-25|24 days|No
505|High-End Networking Equipment|Control4|CON-4352|Control4 High-End Networking Equipment - Premium Series|3|2|8044.78|28|91|2021-05-04|21 days|No
506|Distributed Audio Systems|JBL Synthesis|JBL-4635|JBL Synthesis Distributed Audio Systems - Premium Series|2|1|16191.26|32|24|2024-01-31|28 days|No
507|Smart Glass Solutions|Anthem|ANT-4254|Anthem Smart Glass Solutions - Premium Series|3|5|14522.93|32|24|2020-04-08|37 days|No
508|Motorized Shading|Martin Logan|MAR-4698|Martin Logan Motorized Shading - Premium Series|0|4|6047.67|50|9|2021-10-23|44 days|No
509|Premium Speakers|Dynaudio|DYN-8564|Dynaudio Premium Speakers - Premium Series|8|4|13713.69|45|142|2020-07-14|27 days|No
510|Distributed Audio Systems|Crestron|CRE-1435|Crestron Distributed Audio Systems - Premium Series|0|5|402.3|36|28|2024-08-07|16 days|No
511|Premium Cables & Connectors|Meridian|MER-7181|Meridian Premium Cables & Connectors - Premium Series|5|4|15167.39|58|128|2021-05-15|3 days|No
512|Smart Home Processors|Meridian|MER-4501|Meridian Smart Home Processors - Premium Series|6|3|26414.5|51|157|2024-12-11|3 days|No
513|Luxury Control Interfaces|Lutron|LUT-9617|Lutron Luxury Control Interfaces - Premium Series|4|1|2198.54|29|139|2024-11-18|10 days|No
514|Motorized Shading|Stewart Filmscreen|STE-3282|Stewart Filmscreen Motorized Shading - Premium Series|6|2|14623.65|46|44|2023-04-16|4 days|No
515|Luxury Control Interfaces|Linn|LIN-4934|Linn Luxury Control Interfaces - Premium Series|7|3|16723.91|57|86|2020-05-30|12 days|No
516|Premium Speakers|Bowers & Wilkins|BOW-9514|Bowers & Wilkins Premium Speakers - Premium Series|8|4|7098.49|27|11|2020-09-23|21 days|No
517|Biometric Security|Savant|SAV-7479|Savant Biometric Security - Premium Series|6|4|21419.93|46|12|2022-10-05|18 days|No
518|Premium Speakers|Meridian|MER-1690|Meridian Premium Speakers - Premium Series|3|1|20552.33|52|134|2025-04-06|4 days|No
519|High-End Networking Equipment|Screen Innovations|SCR-3523|Screen Innovations High-End Networking Equipment - Premium Series|7|1|11006.57|30|83|2022-03-02|4 days|No
520|Motorized Shading|McIntosh|MCI-6579|McIntosh Motorized Shading - Premium Series|5|1|26206.83|38|111|2025-01-12|19 days|No
521|Luxury Control Interfaces|Epson Pro Cinema|EPS-8950|Epson Pro Cinema Luxury Control Interfaces - Premium Series|6|5|15778.22|56|37|2024-10-01|43 days|No
522|Distributed Audio Systems|JBL Synthesis|JBL-5980|JBL Synthesis Distributed Audio Systems - Premium Series|8|1|8064.08|27|136|2021-05-10|10 days|No
523|Enterprise-Grade WiFi|RTI|RTI-9660|RTI Enterprise-Grade WiFi - Premium Series|2|4|9494.07|40|12|2024-11-02|33 days|No
524|Biometric Security|Somfy|SOM-7071|Somfy Biometric Security - Premium Series|7|1|16941.39|32|156|2020-07-28|6 days|No
525|Distributed Audio Systems|Somfy|SOM-3978|Somfy Distributed Audio Systems - Premium Series|0|4|27313.49|29|66|2021-08-08|21 days|No
526|Luxury Control Interfaces|Stewart Filmscreen|STE-7158|Stewart Filmscreen Luxury Control Interfaces - Premium Series|4|5|20822.83|51|155|2023-03-18|42 days|No
527|Voice Control Systems|Anthem|ANT-9769|Anthem Voice Control Systems - Premium Series|5|5|2565.64|58|99|2020-10-24|21 days|No
528|Smart Glass Solutions|Triad|TRI-9199|Triad Smart Glass Solutions - Premium Series|4|5|4134.46|31|159|2020-02-13|21 days|No
529|Automated Door Systems|RTI|RTI-4654|RTI Automated Door Systems - Premium Series|4|2|26220.57|37|111|2021-01-13|9 days|No
530|Distributed Audio Systems|Lutron|LUT-3539|Lutron Distributed Audio Systems - Premium Series|6|1|11280.17|26|118|2022-08-26|38 days|No
531|Cinema Room Acoustics|Savant|SAV-4737|Savant Cinema Room Acoustics - Premium Series|8|5|17692.63|36|57|2021-09-25|16 days|No
532|Biometric Security|Somfy|SOM-1286|Somfy Biometric Security - Premium Series|4|1|17918.69|58|89|2023-09-08|11 days|No
533|Cinema Room Acoustics|Meridian|MER-9998|Meridian Cinema Room Acoustics - Premium Series|2|4|26995.97|52|152|2020-03-02|24 days|No
534|Distributed Audio Systems|Kaleidescape|KAL-7265|Kaleidescape Distributed Audio Systems - Premium Series|6|3|12001.25|42|105|2024-05-23|8 days|No
535|Cinema Room Acoustics|Linn|LIN-3387|Linn Cinema Room Acoustics - Premium Series|3|5|519.02|55|81|2020-07-20|30 days|No
536|Cinema Room Acoustics|Meridian|MER-9871|Meridian Cinema Room Acoustics - Premium Series|2|2|7010.38|37|151|2022-03-27|20 days|No
537|Smart Home Processors|Dynaudio|DYN-3690|Dynaudio Smart Home Processors - Premium Series|7|2|7557.38|27|1|2024-09-01|4 days|Yes
538|Automated Door Systems|Dynaudio|DYN-1903|Dynaudio Automated Door Systems - Premium Series|1|4|12004.06|50|129|2020-05-08|27 days|No
539|Premium Speakers|RTI|RTI-2084|RTI Premium Speakers - Premium Series|6|5|22414.05|46|15|2020-04-08|4 days|No
540|Smart Home Processors|Bowers & Wilkins|BOW-8424|Bowers & Wilkins Smart Home Processors - Premium Series|6|2|8136.22|29|134|2020-04-21|23 days|No
541|Smart Glass Solutions|NAD|NAD-7035|NAD Smart Glass Solutions - Premium Series|3|3|17696.39|34|70|2024-02-03|6 days|Yes
542|Custom Lighting Controls|NAD|NAD-1953|NAD Custom Lighting Controls - Premium Series|7|2|12235.41|43|104|2020-11-28|28 days|No
543|Premium Cables & Connectors|Sony Professional|SON-2508|Sony Professional Premium Cables & Connectors - Premium Series|7|4|16442.99|47|99|2023-02-11|4 days|No
544|Luxury Control Interfaces|Sonos|SON-9584|Sonos Luxury Control Interfaces - Premium Series|8|3|21176.01|41|18|2022-03-24|4 days|No
545|Motorized Shading|RTI|RTI-6147|RTI Motorized Shading - Premium Series|5|2|12541.4|30|52|2025-03-22|11 days|No
546|Premium Cables & Connectors|McIntosh|MCI-4357|McIntosh Premium Cables & Connectors - Premium Series|2|1|12906.41|30|21|2020-01-22|32 days|No
547|Ultra HD Projectors|Screen Innovations|SCR-9409|Screen Innovations Ultra HD Projectors - Premium Series|5|2|3194.66|52|120|2024-08-16|18 days|No
548|Smart Glass Solutions|Axis|AXI-2217|Axis Smart Glass Solutions - Premium Series|8|3|10408.12|37|79|2022-07-05|16 days|No
549|Ultra HD Projectors|Josh.ai|JOS-7481|Josh.ai Ultra HD Projectors - Premium Series|4|5|23790.24|45|12|2020-10-15|6 days|No
550|Premium Speakers|Epson Pro Cinema|EPS-4356|Epson Pro Cinema Premium Speakers - Premium Series|4|1|7652.98|28|102|2022-07-14|18 days|No
551|Premium Speakers|Kaleidescape|KAL-3790|Kaleidescape Premium Speakers - Premium Series|2|1|24899.12|56|4|2022-11-17|45 days|No
552|Biometric Security|Bowers & Wilkins|BOW-4168|Bowers & Wilkins Biometric Security - Premium Series|4|5|24163.39|59|108|2020-07-28|14 days|No
553|Distributed Audio Systems|Ubiquiti|UBI-4831|Ubiquiti Distributed Audio Systems - Premium Series|6|2|20229.27|56|139|2022-06-15|41 days|No
554|Premium Speakers|Dynaudio|DYN-6545|Dynaudio Premium Speakers - Premium Series|3|5|4963.96|45|116|2020-02-29|29 days|No
555|Ultra HD Projectors|Martin Logan|MAR-7599|Martin Logan Ultra HD Projectors - Premium Series|1|4|21627.79|59|123|2022-05-27|43 days|No
556|Premium Cables & Connectors|Martin Logan|MAR-3400|Martin Logan Premium Cables & Connectors - Premium Series|0|3|6572.67|50|1|2024-05-16|36 days|No
557|Luxury Control Interfaces|Bowers & Wilkins|BOW-6722|Bowers & Wilkins Luxury Control Interfaces - Premium Series|5|2|18157.56|35|23|2021-04-03|14 days|No
558|Biometric Security|Somfy|SOM-2718|Somfy Biometric Security - Premium Series|4|4|516.25|46|146|2022-07-05|37 days|No
559|Premium Speakers|Elan|ELA-7519|Elan Premium Speakers - Premium Series|7|5|2102.71|33|11|2023-03-08|23 days|No
560|Distributed Audio Systems|Marantz|MAR-9957|Marantz Distributed Audio Systems - Premium Series|0|2|6552.65|59|33|2024-05-23|21 days|No
561|Ultra HD Projectors|Ubiquiti|UBI-9884|Ubiquiti Ultra HD Projectors - Premium Series|6|5|21977.77|39|65|2024-09-19|45 days|No
562|Smart Home Processors|Sony Professional|SON-2081|Sony Professional Smart Home Processors - Premium Series|1|3|8275.98|46|89|2022-11-14|42 days|No
563|Distributed Audio Systems|Dynaudio|DYN-2501|Dynaudio Distributed Audio Systems - Premium Series|5|2|12651.48|27|61|2022-06-22|44 days|No
564|Premium Cables & Connectors|NAD|NAD-4059|NAD Premium Cables & Connectors - Premium Series|0|5|10805.69|37|116|2024-04-24|37 days|No
565|Enterprise-Grade WiFi|Sonos|SON-8559|Sonos Enterprise-Grade WiFi - Premium Series|7|5|26500.91|29|137|2023-09-21|43 days|No
566|Distributed Audio Systems|Kaleidescape|KAL-3521|Kaleidescape Distributed Audio Systems - Premium Series|2|3|23583.88|52|133|2022-10-15|35 days|No
567|Custom Lighting Controls|Control4|CON-9591|Control4 Custom Lighting Controls - Premium Series|0|4|21762.56|59|48|2023-10-27|23 days|No
568|Enterprise-Grade WiFi|Triad|TRI-6904|Triad Enterprise-Grade WiFi - Premium Series|6|4|10208.17|42|159|2023-09-20|4 days|No
569|Custom Lighting Controls|Control4|CON-9876|Control4 Custom Lighting Controls - Premium Series|2|3|949.07|32|96|2021-07-26|13 days|No
570|Luxury Control Interfaces|Stewart Filmscreen|STE-6783|Stewart Filmscreen Luxury Control Interfaces - Premium Series|4|2|12728.18|50|64|2020-10-14|15 days|No
571|Luxury Control Interfaces|Marantz|MAR-2689|Marantz Luxury Control Interfaces - Premium Series|5|4|21735.37|39|43|2023-01-23|15 days|No
